ID	CNPJ	Nome Reduzido	Município	CEP	Bairro	Logradouro	Número	Complemento	Telefone	Email	Vagas Estacionamento	Coordenador Regional	Coordenador Distrital	Servidor IP	UF
354	88212113033296	VERANOPOLIS 2	VERANOPOLIS	95330000	CENTRO	AV OSVALDO ARANHA	515		5434414585	veranopolis2@farmaciassaojoao.com.br	0	EDUARDO WELTER BRAND	FABIO CHIES BALDASSO	10.2.104.254	RS
355	88212113033377	STA MARIA 19	SANTA MARIA	97050530	NOSSA SENHORA DAS DORES	AV NOSSA SENHORA DAS DORES	494		5532142572	santamaria19@farmaciassaojoao.com.br	13	IGOR GOULART	TIAGO ANGELO MACHADO	10.2.105.254	RS
356	88212113033539	JOACABA 3	JOACABA	89600000	CENTRO	R FRANCISCO LINDNER	132		4935212324	joacaba3@farmaciassaojoao.com.br	6	SAMANTHA DIAS LIMA	FAIS HUSEIN ABDALLA	10.2.106.254	SC
357	88212113033458	LAJEADO 4	LAJEADO	95900970	FLORESTA	AVENIDA BENJAMIN CONSTANT	2006	LJ 01	5137101236	lajeado4@farmaciassaojoao.com.br	20	WAGNER PAZ SCHUCK	TIAGO ANGELO MACHADO	10.2.107.254	RS
358	88212113033610	BENTO GONCALVES 4	BENTO GONCALVES	95705218	UNIVERSITARIO	AV SAO ROQUE	474		5426215930	bentogoncalves4@farmaciassaojoao.com.br	8	EDUARDO WELTER BRAND	FABIO CHIES BALDASSO	10.2.108.254	RS
359	88212113033709	BENTO GONCALVES 5	BENTO GONCALVES	95700200	JUVENTUDE DA ENOLOGIA	R OSVALDO ARANHA	909	LOJ TERREA	5434511833	bentogoncalves5@farmaciassaojoao.com.br	10	EDUARDO WELTER BRAND	FABIO CHIES BALDASSO	10.2.109.254	RS
360	88212113033881	CAXIAS 17	CAXIAS DO SUL	95055000	DE LAZZER	R PRESIDENTE JOAO GOULART	16519	LJ 01	5430287552	caxias17@farmaciassaojoao.com.br	15	TALINE CORSO	FABIO CHIES BALDASSO	10.2.110.254	RS
361	88212113034187	BENTO GONCALVES 6	BENTO GONCALVES	95700972	CIDADE ALTA	AV DR. CASAGRANDE	546	TERREO	5434531094	bentogoncalves6@farmaciassaojoao.com.br	1	EDUARDO WELTER BRAND	FABIO CHIES BALDASSO	10.2.111.254	RS
362	88212113034268	CAXIAS 18	CAXIAS DO SUL	95034000	PIO X	R MOREIRA CESAR	1391	LJ 05	5432251628	caxias18@farmaciassaojoao.com.br	0	RAFAEL CONSTANTE	FABIO CHIES BALDASSO	10.2.112.254	RS
363	88212113034349	CAXIAS 19	CAXIAS DO SUL	95050450	JARDIM AMERICA	R SAO PAULO	665		5432289707	caxias19@farmaciassaojoao.com.br	17	TALINE CORSO	FABIO CHIES BALDASSO	10.2.113.254	RS
365	88212113034500	VACARIA 6	VACARIA	95200055	CENTRO	R BORGES DE MEDEIROS	1158	SL 03	5432326280	vacaria6@farmaciassaojoao.com.br	27	RAFAEL DOS SANTOS DRUZZIAN	FABIO CHIES BALDASSO	10.2.115.254	RS
366	88212113018572	CAXIAS 20	CAXIAS DO SUL	95010003	NOSSA SENHORA DE LOURDES	AV JULIO DE CASTILHOS	1594	LJ 01	5432210791	caxias20@farmaciassaojoao.com.br	4	JAMES DE VARGAS RODRIGUES	FABIO CHIES BALDASSO	10.2.116.254	RS
367	88212113033962	CAXIAS 21	CAXIAS DO SUL	95060145	ANA RECH	AV RIO BRANCO	4889	TERREO	5432191047	caxias21@farmaciassaojoao.com.br	4	TALINE CORSO	FABIO CHIES BALDASSO	10.2.117.254	RS
368	88212113034004	BENTO GONCALVES 7	BENTO GONCALVES	95700970	CENTRO	R MARECHAL FLORIANO	30	LJ 01 A	5434513722	bentogoncalves7@farmaciassaojoao.com.br	0	EDUARDO WELTER BRAND	FABIO CHIES BALDASSO	10.2.118.254	RS
369	88212113034853	CAXIAS 22	CAXIAS DO SUL	95095100	ESPLANADA	AV DOUTOR ASSIS ANTONIO MARIANI	783	LJ 01	5432151490	caxias22@farmaciassaojoao.com.br	3	RAFAEL CONSTANTE	FABIO CHIES BALDASSO	10.2.119.254	RS
370	88212113034934	CACHOEIRA 6	CACHOEIRA DO SUL	96503765	SANTA HELENA	AV BRASIL	1569		5137222307	cachoeira6@farmaciassaojoao.com.br	24	JESSICA LETICIE FERREIRA INOCENTI	TIAGO ANGELO MACHADO	10.2.120.254	RS
371	88212113035078	MONTENEGRO 3	MONTENEGRO	92510110	CENTRO-CENTRO	R RAMIRO BARCELOS	1459		5136328322	montenegro3@farmaciassaojoao.com.br	0	TAMIRES PRISCILA VINGERT	LUIZ CARLOS KUHN	10.2.121.254	RS
372	88212113034691	FARROUPILHA 2	FARROUPILHA	95170432	CENTRO	R PINHEIRO MACHADO	365		5432615903	farroupilha2@farmaciassaojoao.com.br	0	TAISE CORSO	FABIO CHIES BALDASSO	10.2.122.254	RS
373	88212113035310	HERVAL DOESTE 1	HERVAL DOESTE	89610000	CENTRO	AV SANTOS DUMONT	704		4935540608	hervaldoeste@farmaciassaojoao.com.br	20	SAMANTHA DIAS LIMA	FAIS HUSEIN ABDALLA	10.2.123.254	SC
374	88212113027059	SAO LEOPOLDO 4	SAO LEOPOLDO	93010002	CENTRO	RUA INDEPENDENCIA	570	E 580	5135661746	saoleopoldo4@farmaciassaojoao.com.br	0	NITCHELI VIER	LUIZ CARLOS KUHN	10.2.124.254	RS
375	88212113035159	CAXIAS 23	CAXIAS DO SUL	95032356	SAO JOSE	AV RUBEM BENTO ALVES	3856		5432207262	caxias23@farmaciassaojoao.com.br	12	RAFAEL CONSTANTE	FABIO CHIES BALDASSO	10.2.125.254	RS
377	88212113035400	IMPORTADORA ITAJAI	ITAJAI	88301420	CENTRO	R QUINZE DE NOVEMBRO	200	SALA 03	54 3335 0100			RAFAEL DOS SANTOS DRUZZIAN	FABIO CHIES BALDASSO		SC
378	88212113035582	PORTO ALEGRE 15	PORTO ALEGRE	90020005	CENTRO HISTORICO	R DOS ANDRADAS	985	LJ 103	5132242849	portoalegre15@farmaciassaojoao.com.br	0	RAFAEL BRAZ KOVALSKI	LARISSA TAMARA DOS SANTOS	10.2.128.254	RS
380	88212113035744	CACHOEIRA 7	CACHOEIRA DO SUL	96503168	MEDIANEIRA	RUA MARCELO GAMA	5090		5137222944	cachoeira7@farmaciassaojoao.com.br	14	JESSICA LETICIE FERREIRA INOCENTI	TIAGO ANGELO MACHADO	10.2.130.254	RS
381	88212113035825	PANAMBI 3	PANAMBI	98280000	CENTRO	R SETE DE SETEMBRO	652	LJ 01	5533751845	panambi3@farmaciassajoao.com.br	13	GIOVANI DA COSTA SISTI	FAIS HUSEIN ABDALLA	10.2.131.254	RS
382	88212113032052	VIAMAO 4	VIAMAO	94480500	SANTA ISABEL	AV LIBERDADE	1825	LOJA 01	5130451358	viamao4@farmaciassaojoao.com.br	14	AMANDA ANDRADE RAMOS	ANDRE LAURI MARQUES JAIME	10.2.132.254	RS
383	88212113031595	STA MARIA 16	SANTA MARIA	97015015	CENTRO	CALCADAO SALVADOR ISAIA	1252		5532232641	santamaria16@farmaciassaojoao.com.br	0	MONICA GRACIELA FERNANDES DA SILVEIRA	TIAGO ANGELO MACHADO	10.2.133.254	RS
385	88212113036120	SAPIRANGA 3	SAPIRANGA	93800028	CENTRO	AV JOAO CORREA	966	LJ 01	5135293686	sapiranga3@farmaciassaojoao.com.br	0	PATRICIA CARDOZO EITELVEIN	LUIZ CARLOS KUHN	10.2.135.254	RS
386	88212113036473	PAROBE 2	PAROBE	95630000	CENTRO	R DOUTOR LEGENDE	537	LJ 01	5135234305	parobe2@farmaciassaojoao.coom.br	0	PATRICIA CARDOZO EITELVEIN	LUIZ CARLOS KUHN	10.2.136.254	RS
387	88212113036554	PF VERA CRUZ 2	PASSO FUNDO	99040000	VERA CRUZ	AV. RIO GRANDE	801	LJ 01 02 3	5433173984	veracruz2@farmaciassaojoao.com.br	25	CAMILA COLETTO MAY	FAIS HUSEIN ABDALLA	10.2.137.254	RS
388	88212113036201	RIO GRANDE 15	RIO GRANDE	96203270	VILA SAO JORGE	RUA PADRE NILO GOLLO	6		5332332698	riogrande15@farmaciassaojoao.com.br	28	DIENE MARIENE DE ARAUJO SOARES	JULIANO PETRACA IRUZUN	10.2.138.254	RS
389	88212113036392	LAJEADO 5	LAJEADO	95900170	CENTRO	R JULIO DE CASTILHOS	566	LJ 01	5137483266	lajeado5@farmaciassaojoao.com.br	0	WAGNER PAZ SCHUCK	TIAGO ANGELO MACHADO	10.2.139.254	RS
390	88212113036716	VACARIA 9	VACARIA	95200016	CENTRO	AV MOREIRA PAZ	232	SL 03	5432315753	vacaria9@farmaciamp.com.br	15	RAFAEL DOS SANTOS DRUZZIAN	FABIO CHIES BALDASSO	10.2.140.254	RS
391	88212113036805	BAGE 3	BAGE	96400380	CENTRO	RUA GENERAL NETO	115	LJ 01	5332407102	bage3@farmaciassaojoao.com.br	0	MARCIO FERREIRA PRUCIANO	JULIANO PETRACA IRUZUN	10.2.141.254	RS
392	88212113036635	RIO GRANDE 14	RIO GRANDE	96202188	JUNCAO	AV PRESIDENTE VARGAS	930	LJ 01	5332300507	riogrande14@farmaciassaojoao.com.br	7	DIENE MARIENE DE ARAUJO SOARES	JULIANO PETRACA IRUZUN	10.2.142.254	RS
393	88212113036988	STA MARIA 21	SANTA MARIA	97010080	NOSSA SENHORA DO ROSARIO	AV BORGES DE MEDEIROS	1262	ESQ RUA DOS ANDRADAS	5533077806	santamaria21@farmaciassaojoao.com.br	13	MONICA GRACIELA FERNANDES DA SILVEIRA	TIAGO ANGELO MACHADO	10.2.143.254	RS
394	88212113037011	STA MARIA 22	SANTA MARIA	97040000	SALGADO FILHO	AV BORGES DE MEDEIROS	1289		5532175431	santamaria22@farmaciassaojoao.com.br	11	MONICA GRACIELA FERNANDES DA SILVEIRA	TIAGO ANGELO MACHADO	10.2.144.254	RS
395	88212113037100	ARROIO GRANDE 2	ARROIO GRANDE	96330000	CENTRO	AV VISCONDE DE MAUA	1054	LJ 01	5332621259	arroiogrande2@farmaciassaojoao.com.br	0	DIEISSON SILVA TONDO	JULIANO PETRACA IRUZUN	10.2.145.254	RS
396	88212113037283	VENANCIO 3	VENANCIO AIRES	95800000	CENTRO	R OSVALDO ARANHA	1713	ESQ RUA QUINZE DE NOVEMBRO	5137416554	venancio3@farmaciassaojoao.com.br	24	PEDRO WUNDERLICH BORGES	TIAGO ANGELO MACHADO	10.2.146.254	RS
397	88212113037364	LIVRAMENTO 4	SANTANA DO LIVRAMENTO	97573562	CENTRO	R RIVADAVIA CORREA	376	LJ 01	5532436608	livramento4@farmaciassaojoao.com.br	0	MARCIO FERREIRA PRUCIANO	JULIANO PETRACA IRUZUN	10.2.147.254	RS
398	88212113037445	BAGE 4	BAGE	96415500	SAO JUDAS	AV. JOSE DO PATROCINIO	300	LJ 01	5333121778	bage4@farmaciassaojoao.com.br	15	MARCIO FERREIRA PRUCIANO	JULIANO PETRACA IRUZUN	10.2.148.254	RS
399	88212113037526	BAGE 5	BAGE	96412000	GETULIO VARGAS	AV SANTA TECLA	1076	FARMACIA	5332471014	bage5@farmaciassaojoao.com.br	22	MARCIO FERREIRA PRUCIANO	JULIANO PETRACA IRUZUN	10.2.149.254	RS
402	88212113037879	ESTEIO 3	ESTEIO	93260075	CENTRO	AV PRESIDENTE VARGAS	2387	LJ 01	5134591763	esteio3@farmaciassaojoao.com.br	0	DANIELA MACHADO DOS SANTOS	ANDRE LAURI MARQUES JAIME	10.2.152.254	RS
403	88212113037950	PF BOQUEIRAO 3	PASSO FUNDO	99025533	BOQUEIRAO	AV BRASIL OESTE	2947		5435813579	boqueirao3@farmaciassaojoao.com.br	31	CAMILA COLETTO MAY	FAIS HUSEIN ABDALLA	10.2.153.254	RS
405	88212113038174	LIVRAMENTO 6	SANTANA DO LIVRAMENTO	97573720	CENTRO	AV PRESIDENTE JOAO BELCHIOR GOULART	1750	LJ 01	5532435046	livramento6@farmaciassaojoao.com.br	14	MARCIO FERREIRA PRUCIANO	JULIANO PETRACA IRUZUN	10.2.155.254	RS
406	88212113038255	CAXIAS 24	CAXIAS DO SUL	95030325	SANTA CATARINA	AV RUBEM BENTO ALVES	5051	LJ 01	5432111186	caxias24@farmaciassaojoao.com.br	15	RAFAEL CONSTANTE	FABIO CHIES BALDASSO	10.2.156.254	RS
407	88212113038336	GRAVATAI 4	GRAVATAI	94010000	CENTRO	AV JOSE LOUREIRO DA SILVA	1440		5134960644	gravatai4@farmaciassaojoao.com.br	0	BRUNA RODRIGUES DE FREITAS	LUIZ CARLOS KUHN	10.2.157.254	RS
408	88212113038417	IBIRUBA 2	IBIRUBA	98200000	CENTRO	R SETE DE SETEMBRO	981	LJ 01	5431993775	ibiruba2@farmaciassaojoao.com.br	4	TATIANE ROHRIG	TIAGO ANGELO MACHADO	10.2.158.254	RS
409	88212113038506	STA CRUZ 7	SANTA CRUZ DO SUL	96830216	ARROIO GRANDE	AV DEPUTADO EUCLYDES NICOLAU KLIEMANN	832	LJ 01	5121091734	santacruz7@farmaciassaojoao.com.br	15	PEDRO WUNDERLICH BORGES	TIAGO ANGELO MACHADO	10.2.159.254	RS
410	88212113038689	STA CRUZ 8	SANTA CRUZ DO SUL	96810144	CENTRO	R ERNESTO ALVES	934		5121091337	santacruz8@farmaciassaojoao.com.br	2	PEDRO WUNDERLICH BORGES	TIAGO ANGELO MACHADO	10.2.160.254	RS
411	88212113038760	SAO BORJA 5	SAO BORJA	97670000	PASSO	AV FRANCISCO MIRANDA	944	LJ 01	5534304054	saoborja5@farmaciassaojoao.com.br	12	RAFAEL GAYER MENDES	JULIANO PETRACA IRUZUN	10.2.161.254	RS
412	88212113038840	URUGUAIANA 6	URUGUAIANA	97502598	SAO JOAO	R. BENJAMIN CONSTANT	2875		5534117567	uruguaiana6@farmaciassaojoao.com.br	4	RAFAEL GAYER MENDES	JULIANO PETRACA IRUZUN	10.2.162.254	RS
413	88212113038921	XANGRI-LA 1	XANGRI-LÁ	95588000	GUARA	ROD RS 407	2575	LJ 1 2 3 4	5136891281	xangrila@farmaciassaojoao.com.br	0	PAULO XAVIER	ANDRE LAURI MARQUES JAIME	10.2.163.254	RS
415	88212113039146	CAPAO DA CANOA  4	CAPAO DA CANOA	95555000	CENTRO	AV PARAGUASSU	1744	LJ 01	5134163850	capaodacanoa4@farmaciassaojoao.com.br	4	PAULO XAVIER	ANDRE LAURI MARQUES JAIME	10.2.165.254	RS
416	88212113039227	FARROUPILHA 3	FARROUPILHA	95170226	PARQUE	R TOMASO RADAELLI	477	SL 11	5432616751	farroupilha3@farmaciassaojoao.com.br	5	TAISE CORSO	FABIO CHIES BALDASSO	10.2.166.254	RS
417	88212113039308	STA CRUZ 9	SANTA CRUZ DO SUL	96810046	CENTRO	R JULIO DE CASTILHOS	153	LJ 01	5121090852	santacruz9@farmaciassaojoao.com.br	18	PEDRO WUNDERLICH BORGES	TIAGO ANGELO MACHADO	10.2.167.254	RS
418	88212113039499	TEUTONIA 2	TEUTENIA	95890000	LANGUIRU	R ARTHUR PILZ	319	LJ 01	5137622768	teutonia2@farmaciassaojoao.com.br	5	WAGNER PAZ SCHUCK	TIAGO ANGELO MACHADO	10.2.168.254	RS
419	88212113037798	LAJEADO 6	LAJEADO	95900560	AMERICANO	AV SENADOR ALBERTO PASQUALINI	745	LJ 01	5137070816	lajeado6@farmaciassaojoao.com.br	18	WAGNER PAZ SCHUCK	TIAGO ANGELO MACHADO	10.2.169.254	RS
421	88212113039650	URUGUAIANA 7	URUGUAIANA	97502374	SAO JOAO	AV PRESIDENTE GETULIO VARGAS	3752	LOJA	5534023080	uruguaiana7@farmaciassaojoao.com.br	6	RAFAEL GAYER MENDES	JULIANO PETRACA IRUZUN	10.2.171.254	RS
426	88212113040152	NOVO HAMBURGO 22	NOVO HAMBURGO	93548515	JARDIM MAUA	AV DOUTOR MAURICIO CARDOSO	820	LJ 01 02 3	5139392861	novohamburgo22@farmaciassaojoao.com.br	6	STEFANY MITALI BRAGA SILVEIRA	LUIZ CARLOS KUHN	10.2.176.254	RS
427	88212113040233	GARIBALDI 3	GARIBALDI	95720000	CENTRO	R RIO BRANCO	203	ESQ RUA JACOB ELY	5434627136	garibaldi3@farmaciassaojoao.com.br	4	TAISE CORSO	FABIO CHIES BALDASSO	10.2.177.254	RS
429	88212113040586	CAMPO BOM 1	CAMPO BOM	93700000	CENTRO	AV BRASIL	2910		5135970649	campobom@farmaciassaojoao.com.br	12	STEFANY MITALI BRAGA SILVEIRA	LUIZ CARLOS KUHN	10.2.179.254	RS
430	88212113040667	CAXIAS 25	CAXIAS DO SUL	95059520	SAO CRISTOVAO	ROD BR 116	15033	SL 02	5434195435	caxias25@farmaciassaojoao.com.br	6	TALINE CORSO	FABIO CHIES BALDASSO	10.2.180.254	RS
432	88212113040748	CRUZ ALTA 6	CRUZ ALTA	98005096	CENTRO	AV VENANCIO AIRES	780	SL 01	5533227573	cruzalta6@farmaciassaojoao.com.br	54	LENIN PEREIRA BRITES	TIAGO ANGELO MACHADO	10.2.182.254	RS
433	88212113041043	STA MARIA 24	SANTA MARIA	97105030	CAMOBI	ROD RST 287DA EST ARROIO DO SO ATE RS	6765	SL 01	5532141756	santamaria24@farmaciassaojoao.com.br	15	IGOR GOULART	TIAGO ANGELO MACHADO	10.2.183.254	RS
434	88212113040829	CARLOS BARBOSA 2	CARLOS BARBOSA	95185000	CENTRO	AV IVO TRAMONTINA	300		5434614726	cbarbosa2@farmaciassaojoao.com.br	3	TAISE CORSO	FABIO CHIES BALDASSO	10.2.184.254	RS
438	88212113041477	GETULIO VARGAS 2	GETULIO VARGAS	99900000	CENTRO	AV BORGES DE MEDEIROS	664	LJ 01	5433413620	getuliovargas2@farmaciassaojoao.com.br	2	GESSICA PERIN	FAIS HUSEIN ABDALLA	10.2.188.254	RS
439	88212113041558	URUGUAIANA 8	URUGUAIANA	97503850	CABO LUIS QUEVEDO	R PINHEIRO MACHADO	1623		5534137683	uruguaiana8@farmaciassaojoao.com.br	12	RAFAEL GAYER MENDES	JULIANO PETRACA IRUZUN	10.2.189.254	RS
440	88212113041639	CAXIAS 27	CAXIAS DO SUL	95076090	BELA VISTA	R CONDE D´EU	1232	LJ 03 E 04	5432129539	caxias27@farmaciassaojoao.com.br	4	JAMES DE VARGAS RODRIGUES	FABIO CHIES BALDASSO	10.2.190.254	RS
443	88212113041981	VENANCIO 4	VENANCIO AIRES	95800000	CENTRO	R OSVALDO ARANHA	219	SL 01	5137416840	venancio4@farmaciassaojoao.com.br	7	PEDRO WUNDERLICH BORGES	TIAGO ANGELO MACHADO	10.2.193.254	RS
444	88212113042015	CANGUCU 3	CANGUCU	96600000	CENTRO	R GENERAL OSOSRIO	1287	SL 01	5332521118	cangucu3@farmaciassaojoao.com.br	0	DIEISSON SILVA TONDO	JULIANO PETRACA IRUZUN	10.2.194.254	RS
447	88212113084524	CAMAQUA 4	CAMAQUA	96780018	CENTRO	R BENTO GONCALVES	1010		5136711106	camaqua4@farmaciassaojoao.com.br	16	FERNANDA JARDIM MEIRELES	LARISSA TAMARA DOS SANTOS	10.2.197.254	RS
448	88212113042449	IVOTI 2	IVOTI	93900000	HARMONIA	AV PRESIDENTE LUCENA	2159		5135634302	ivoti2@farmaciassaojoao.com.br	27	TAMIRES PRISCILA VINGERT	LUIZ CARLOS KUHN	10.2.198.254	RS
450	88212113042600	GIRUA 2	GIRUA	98870000	CENTRO	AV CASTELO BRANCO	694		5533611909	girua2@farmaciassaojoao.com.br	0	EVERTON JOSE ELEGDA	JULIANO PETRACA IRUZUN	10.2.200.254	RS
451	88212113042791	PELOTAS 15	PELOTAS	96083094	LARANJAL	AV ADOLFO FETTER	1420	LJ 01	5332272002	pelotas15@farmaciassaojoao.com.br	18	ARON PIRES MONTEIRO	JULIANO PETRACA IRUZUN	10.2.201.254	RS
456	88212113043259	VACARIA 7	VACARIA	95211164	PETROPOLIS	AV SAMUEL GUAZZELLI	668	SL 01	5432320181	vacaria7@farmaciassaojoao.com.br	14	RAFAEL DOS SANTOS DRUZZIAN	FABIO CHIES BALDASSO	10.2.206.254	RS
457	88212113047750	CAXIAS 32	CAXIAS DO SUL	95110000	DESVIO RIZZO	AV ALEXANDRE RIZZO	763		5432153196	caxias32@farmaciassaojoao.com.br	12	TAISE CORSO	FABIO CHIES BALDASSO	10.2.207.254	RS
460	88212113043410	CAMAQUA 5	CAMAQUA	96780102	CENTRO	RUA PRESIDENTE VARGAS	618		5136715943	camaqua5@farmaciassaojoao.com.br	14	FERNANDA JARDIM MEIRELES	LARISSA TAMARA DOS SANTOS	10.2.210.254	RS
462	88212113043682	CAMPO BOM 2	CAMPO BOM	93700000	CENTRO	AV BRASIL	1448		5135972999	campobom2@farmaciassaojoao.com.br	11	STEFANY MITALI BRAGA SILVEIRA	LUIZ CARLOS KUHN	10.2.212.254	RS
463	88212113043763	CARAZINHO 7	Carazinho	99500000	CENTRO	AV PATRIA	710	LJ 01	5433292098	carazinho7@farmaciassaojoao.com.br	0	CAMILA COLETTO MAY	FAIS HUSEIN ABDALLA	10.2.213.254	RS
464	88212113043844	CAXIAS 30	CAXIAS DO SUL	95095230	ESPLANADA	R JULIO CALEGARI	933		5432051606	caxias30@farmaciassaojoao.com.br	10	RAFAEL CONSTANTE	FABIO CHIES BALDASSO	10.2.214.254	RS
465	88212113043925	ESTANCIA VELHA 2	ESTANCIA VELHA	93608400	RINCAO DOS ILHEUS	AV VICENTE JORGE DA SILVA	156		5135613341	estanciavelha2@farmaciassaojoao.com.br	14	TAMIRES PRISCILA VINGERT	LUIZ CARLOS KUHN	10.2.215.254	RS
467	88212113044140	OSORIO 1	OSORIO	95520000	SUL BRASILEIRO	AV COSTA GAMA	841	LJ 01	5136636800	osorio@farmaciassaojoao.com.br	1	ANDREA URRUTH DE LIMA	ANDRE LAURI MARQUES JAIME	10.2.217.254	RS
469	88212113044301	SANTIAGO 2	SANTIAGO	97700000	CENTRO	R SETE DE SETEMBRO	573	LJ 01	5532515497	santiago2@farmaciassaojoao.com.br	8	ANDRESSA NUNES BIASI	JULIANO PETRACA IRUZUN	10.2.219.254	RS
470	88212113044492	BENTO GONCALVES 8	BENTO GONCALVES	95703200	PLANALTO	R HENRY HUGO DREHER	280	LJ Terrea	5434520942	bentogoncalves8@farmaciassaojoao.com.br	5	EDUARDO WELTER BRAND	FABIO CHIES BALDASSO	10.2.220.254	RS
473	88212113044735	SAO GABRIEL 3	SAO GABRIEL	97300110	CENTRO	AV JULIO DE CASTILHOS	271	LJ 01	5532371276	saogabriel3@farmaciassaojoao.com.br	12	ANDRESSA NUNES BIASI	JULIANO PETRACA IRUZUN	10.2.223.254	RS
475	88212113042520	PORTAO 1	PORTÃO	93180000	CENTRO	AV BRASILIA	275		5135621808	portao@farmaciassaojoao.com.br	16	TAMIRES PRISCILA VINGERT	LUIZ CARLOS KUHN	10.2.225.254	RS
476	88212113045030	SAO GABRIEL 4	SAO GABRIEL	97313270	INDEPENDENCIA	AV FRANCISCO GONCALVES CHAGAS	3227	LJ 01	5521630003	saogabriel4@farmaciassaojoao.com.br	12	ANDRESSA NUNES BIASI	JULIANO PETRACA IRUZUN	10.2.226.254	RS
479	88212113045383	CRUZ ALTA 7	CRUZ ALTA	98005096	CENTRO	AV VENANCIO AIRES	1827	LJ 01	5533228690	cruzalta7@farmaciassaojoao.com.br	9	LENIN PEREIRA BRITES	TIAGO ANGELO MACHADO	10.2.229.254	RS
482	88212113045626	PORTO ALEGRE 13	PORTO ALEGRE	91910630	CAMAQUA	R CAMAQUA	651	ESQ AVENIDA OTTO NIEMEYER 2033	5139072811	portoalegre13@farmaciassaojoao.com.br	3	ALISON MACHADO FREITAS	LARISSA TAMARA DOS SANTOS	10.2.232.254	RS
483	88212113045707	PORTO ALEGRE 14	PORTO ALEGRE	91740290	CAVALHADA	AV VICENTE MONTEGGIA	2837	LJ 106 107	5132465687	portoalegre14@farmaciassaojoao.com.br	8	ALISON MACHADO FREITAS	LARISSA TAMARA DOS SANTOS	10.2.233.254	RS
485	88212113040403	CANOAS 5	CANOAS	92010300	CENTRO	R QUINZE DE JANEIRO	200	LJ 01 E 02	5130803899	canoas5@farmaciassaojoao.com.br	0	CLEDSON VENTURA	ANDRE LAURI MARQUES JAIME	10.2.235.254	RS
486	88212113046002	GUAIBA 4	GUAIBA	92700140	RAMADA	R NESTOR DE MOURA JARDIM	914	ESQ RUA DORVALINO TERRESTRE	5134913670	guaiba4@farmaciassaojoao.com.br	4	FERNANDA JARDIM MEIRELES	LARISSA TAMARA DOS SANTOS	10.2.236.254	RS
487	88212113046193	PF SAO JOSE 1	PASSO FUNDO	99052000	SAO JOSE	AV PADRE ANTONIO VIEIRA	592	LJ 01	5436325889	saojose@farmaciassaojoao.com.br	7	CAMILA COLETTO MAY	FAIS HUSEIN ABDALLA	10.2.237.254	RS
488	88212113046274	PELOTAS 18	PELOTAS	96055740	TRES VENDAS	AV SENADOR SALGADO FILHO	483	LJ 01	5332285775	pelotas18@farmaciassaojoao.com.br	30	ARON PIRES MONTEIRO	JULIANO PETRACA IRUZUN	10.2.238.254	RS
491	88212113046517	CAXIAS 31	CAXIAS DO SUL	95110195	SANVITTO	AV THEREZINHA PAULETTI SANVITTO	475		5430660955	caxias31@farmaciassaojoao.com.br	10	TAISE CORSO	FABIO CHIES BALDASSO	10.2.241.254	RS
492	88212113046606	SAO LEOPOLDO 5	SAO LEOPOLDO	93052105	FEITORIA	AV FEITORIA	4585	LJ 02	5135682135	saoleopoldo5@farmaciassaojoao.com.br	8	NITCHELI VIER	LUIZ CARLOS KUHN	10.2.242.254	RS
493	88212113046789	ALVORADA 2	ALVORADA	94810001	BELA VISTA	AV PRESIDENTE GETULIO VARGAS	2375	LJ 01	5134836828	alvorada2@farmaciassaojoao.com.br	10	AMANDA ANDRADE RAMOS	ANDRE LAURI MARQUES JAIME	10.2.243.254	RS
494	88212113046860	CANOAS 4	CANOAS	92320000	MATO GRANDE	R REPUBLICA	1389	LJ 01	5139224946	canoas4@farmaciassaojoao.com.br	4	AMANDA ANDRADE RAMOS	ANDRE LAURI MARQUES JAIME	10.2.244.254	RS
495	88212113046940	CANOAS 6	CANOAS	92410350	MARECHAL RONDON	R BOQUEIRAO	271	LJ 01	5134639062	canoas6@farmaciassaojoao.com.br	16	CLEDSON VENTURA	ANDRE LAURI MARQUES JAIME	10.2.245.254	RS
496	88212113047084	PORTO ALEGRE 16	PORTO ALEGRE	91740001	CAVALHADA	AV CAVALHADA	2221	ESQ RUA FLORINHA	5130128118	portoalegre16@farmaciassaojoao.com.br	10	ALISON MACHADO FREITAS	LARISSA TAMARA DOS SANTOS	10.2.246.254	RS
498	88212113047246	PORTO ALEGRE 18	PORTO ALEGRE	91220140	JARDIM ITU SABARA	R DONA ADDA MASCARENHAS DE MORAES	299	LJ 01	5130130766	portoalegre18@farmaciassaojoao.com.br	20	LIANE RODRIGUES DOS SANTOS	LARISSA TAMARA DOS SANTOS	10.2.248.254	RS
499	88212113047327	PORTO ALEGRE 19	PORTO ALEGRE	90450001	MONT SERRAT	R ANITA GARIBALDI	1047	LJ 01	5135176518	portoalegre19@farmaciassaojoao.com.br	12	PATRICIA NEVES MARRANGHELLO	LARISSA TAMARA DOS SANTOS	10.2.249.254	RS
500	88212113047408	PORTO ALEGRE 20	PORTO ALEGRE	90680570	GLORIA	R CORONEL APARICIO BORGES	888	LJ 01	5131780448	portoalegre20@farmaciassaojoao.com.br	12	LUCIANO CONCEICAO DA SILVA	LARISSA TAMARA DOS SANTOS	10.2.250.254	RS
